"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"308","Tanner Pearson","MTL, VAN","L","31","1992-08-10","Kitchener","ON","CAN","CAN","73","201","2012","L.A","1","30","30"
"974","Taro Hirose","DET","L","27","1996-06-30","Calgary","AB","CAN","CAN","70","162","-","-","-","-","-"
"227","Taylor Fedun","PIT","D","36","1988-06-04","Edmonton","AB","CAN","CAN","73","200","-","-","-","-","-"
"207","Taylor Hall","BOS, CHI","L","32","1991-11-14","Calgary","AB","CAN","CAN","73","210","2010","EDM","1","1","1"
"695","Taylor Raddysh","CHI, T.B","R","26","1998-02-18","Caledon","ON","CAN","CAN","75","198","2016","T.B","2","28","58"
"339","Teddy Blueger","PIT, VAN, VGK","C","29","1994-08-15","Riga","","LVA","LVA","72","185","2012","PIT","2","22","52"
"317","Teuvo Teravainen","CAR","L","29","1994-09-11","Helsinki","","FIN","FIN","71","191","2012","CHI","1","18","18"
"1101","Thomas Bordeleau","S.J","C","22","2002-01-03","Houston","TX","USA","USA","70","175","2020","S.J","2","7","38"
"582","Thomas Chabot","OTT","D","27","1997-01-30","Sainte-Marie","QC","CAN","CAN","74","195","2015","OTT","1","18","18"
"1018","Thomas Harley","DAL","D","22","2001-08-19","Syracuse","NY","USA","USA","75","205","2019","DAL","1","18","18"
"77","Thomas Hickey","NYI","D","35","1989-02-08","Calgary","AB","CAN","CAN","72","185","2007","L.A","1","4","4"
"959","Tim Berni","CBJ","D","24","2000-02-11","Mannedorf","","CHE","CHE","72","192","2018","CBJ","6","4","159"
"677","Tim Gettinger","NYR","L","26","1998-04-14","Cleveland","OH","USA","USA","78","222","2016","NYR","5","20","141"
"1094","Tim Stützle","OTT","C, L","22","2002-01-15","Viersen","","DEU","DEU","72","193","2020","OTT","1","3","3"
"547","Timo Meier","N.J, S.J","R","27","1996-10-08","Herisau","","CHE","CHE","73","220","2015","S.J","1","9","9"
"806","Timothy Liljegren","TOR","D","25","1999-04-30","Kristianstad","","SWE","SWE","73","192","2017","TOR","1","17","17"
"118","TJ Brodie","TOR","D","34","1990-06-07","Chatham","ON","CAN","CAN","74","187","2008","CGY","4","23","114"
"1027","Tobias Bjornfot","FLA, L.A, VGK","D","23","2001-04-06","Upplands Vasby","","SWE","SWE","72","200","2019","L.A","1","22","22"
"315","Tom Wilson","WSH","R","30","1994-03-29","Toronto","ON","CAN","CAN","76","220","2012","WSH","1","16","16"
"316","Tomas Hertl","S.J, VGK","C","30","1993-11-12","Praha","","CZE","CZE","75","215","2012","S.J","1","17","17"
"455","Tomas Nosek","BOS, N.J","L","31","1992-09-01","Pardubice","","CZE","CZE","75","205","-","-","-","-","-"
"154","Tomas Tatar","COL, N.J, SEA","L","33","1990-12-01","Ilava","","SVK","SVK","70","173","2009","DET","2","30","60"
"559","Tommy Novak","NSH","C","27","1997-04-28","St. Paul","MN","USA","USA","73","179","2015","NSH","3","24","85"
"472","Tony DeAngelo","CAR, PHI","D","28","1995-10-24","Sewell","NJ","USA","USA","71","180","2014","T.B","1","19","19"
"295","Torey Krug","STL","D","33","1991-04-12","Livonia","MI","USA","USA","69","194","-","-","-","-","-"
"236","Travis Boyd","ARI","C","30","1993-09-14","Hopkins","MN","USA","USA","72","190","2011","WSH","6","26","177"
"544","Travis Dermott","ARI, TOR, VAN","D","27","1996-12-22","Newmarket","ON","CAN","CAN","72","202","2015","TOR","2","4","34"
"113","Travis Hamonic","OTT, VAN","D","33","1990-08-16","St. Malo","MB","CAN","CAN","73","200","2008","NYI","2","23","53"
"560","Travis Konecny","PHI","C, R","27","1997-03-11","London","ON","CAN","CAN","70","175","2015","PHI","1","24","24"
"470","Travis Sanheim","PHI","D","28","1996-03-29","Elkhorn","MB","CAN","CAN","75","181","2014","PHI","1","17","17"
"678","Trent Frederic","BOS","C","26","1998-02-11","St. Louis","MO","USA","USA","75","214","2016","BOS","1","29","29"
"52","Trevor Lewis","CGY, L.A","C","37","1987-01-08","Salt Lake City","UT","USA","USA","73","201","2006","L.A","1","17","17"
"751","Trevor Moore","L.A","C, L","29","1995-03-31","Thousand Oaks","CA","USA","USA","70","195","-","-","-","-","-"
"448","Trevor van Riemsdyk","WSH","D","32","1991-07-24","Middletown","NJ","USA","USA","75","191","-","-","-","-","-"
"991","Trevor Zegras","ANA","C","23","2001-03-20","Bedford","NY","USA","USA","72","185","2019","ANA","1","9","9"
"865","Trey Fix-Wolansky","CBJ","R","25","1999-05-26","Edmonton","AB","CAN","CAN","67","191","2018","CBJ","7","18","204"
"1211","Tristan Luneau","ANA","D","20","2004-01-12","","","CAN","","73","195","2022","ANA","2","21","53"
"1123","Tristen Robins","S.J","C","22","2001-11-15","London","","GBR","GBR","70","176","2020","S.J","2","25","56"
"713","Troy Stecher","ARI, CGY, DET, EDM, L.A","D","30","1994-04-07","Richmond","BC","CAN","CAN","70","184","-","-","-","-","-"
"622","Troy Terry","ANA","C, R","26","1997-09-10","Denver","CO","USA","USA","72","185","2015","ANA","5","27","148"
"382","Tucker Poolman","VAN","D","31","1993-06-08","Dubuque","IA","USA","USA","74","199","2013","WPG","5","6","127"
"289","Turner Elson","DET","C","31","1992-09-13","New Westminster","BC","CAN","CAN","72","193","-","-","-","-","-"
"906","Ty Dellandrea","DAL","C","23","2000-07-21","Toronto","ON","CAN","CAN","73","195","2018","DAL","1","13","13"
"897","Ty Emberson","S.J","D","24","2000-05-23","Eau Claire","WI","USA","USA","73","195","2018","ARI","3","11","73"
"922","Ty Smith","N.J, PIT","D","24","2000-03-24","Lloydminster","AB","CAN","CAN","71","180","2018","N.J","1","17","17"
"1057","Tyce Thompson","N.J","R","24","1999-07-12","Calgary","AB","CAN","CAN","73","175","2019","N.J","4","3","96"
"1061","Tye Kartye","SEA","L","23","2001-04-30","Kingston","ON","CAN","CAN","71","202","-","-","-","-","-"
"1044","Tyler Angle","CBJ","C","23","2000-09-30","Niagara Falls","ON","CAN","CAN","70","166","2019","CBJ","7","26","212"
"669","Tyler Benson","EDM","L","26","1998-03-15","Edmonton","AB","CAN","CAN","72","190","2016","EDM","2","2","32"
"420","Tyler Bertuzzi","BOS, DET, TOR","L","29","1995-02-24","Sudbury","ON","CAN","CAN","73","186","2013","DET","2","28","58"
"131","Tyler Bozak","STL","C","38","1986-03-19","Regina","SK","CAN","CAN","73","187","-","-","-","-","-"
"108","Tyler Ennis","OTT","C, R","34","1989-10-06","Edmonton","AB","CAN","CAN","69","160","2008","BUF","1","26","26"
"129","Tyler Johnson","CHI","C","33","1990-07-29","Spokane","WA","USA","USA","68","185","-","-","-","-","-"
"1085","Tyler Kleven","OTT","D","22","2002-01-10","Fargo","ND","USA","USA","76","200","2020","OTT","2","13","44"
"377","Tyler Lewington","BOS","D","29","1994-12-05","Edmonton","AB","CAN","CAN","74","195","2013","WSH","7","23","204"
"379","Tyler Motte","NYR, OTT, T.B, VAN","C, L","29","1995-03-10","St. Clair","MI","USA","USA","70","192","2013","CHI","4","30","121"
"104","Tyler Myers","VAN","D","34","1990-02-01","Houston","TX","USA","CAN","80","229","2008","BUF","1","12","12"
"191","Tyler Pitlick","CGY, MTL, NYR, STL","C","32","1991-11-01","Minneapolis","MN","USA","USA","74","200","2010","EDM","2","1","31"
"210","Tyler Seguin","DAL","C","32","1992-01-31","Brampton","ON","CAN","CAN","73","205","2010","BOS","1","2","2"
"184","Tyler Toffoli","CGY, MTL, N.J, WPG","C, R","32","1992-04-24","Scarborough","ON","CAN","CAN","72","203","2010","L.A","2","17","47"
"942","Tyler Tucker","STL","D","24","2000-03-01","Thunder Bay","ON","CAN","CAN","73","204","2018","STL","7","14","200"
"155","Tyson Barrie","EDM, NSH","D","32","1991-07-26","Victoria","BC","CAN","CAN","71","197","2009","COL","3","3","64"
"1114","Tyson Foerster","PHI","R","22","2002-01-18","Alliston","ON","CAN","CAN","74","194","2020","PHI","1","23","23"
"683","Tyson Jost","BUF, COL, MIN","C","26","1998-03-14","St. Albert","AB","CAN","CAN","71","187","2016","COL","1","10","10"
"779","Urho Vaakanainen","ANA, BOS","D","25","1999-01-01","Joensuu","","FIN","FIN","74","200","2017","BOS","1","18","18"
"1250","Uvis Balinskis","FLA","D","27","1996-08-01","Ventspils","","Lat","","72","196","-","-","-","-","-"
"432","Valeri Nichushkin","COL","R","29","1995-03-04","Chelyabinsk","","RUS","RUS","76","210","2013","DAL","1","10","10"
"1047","Valtteri Puustinen","PIT","R","25","1999-06-04","Kuopio","","FIN","FIN","69","183","2019","PIT","7","17","203"
"1033","Vasily Podkolzin","VAN","R","22","2001-06-24","Moscow","","RUS","RUS","73","190","2019","VAN","1","10","10"
"1088","Vasily Ponomarev","CAR","C","22","2002-03-13","Moscow","","RUS","RUS","70","180","2020","CAR","2","22","53"
"139","Victor Hedman","T.B","D","33","1990-12-18","Ornskoldsvik","","SWE","SWE","79","244","2009","T.B","1","2","2"
"688","Victor Mete","OTT, PHI, TOR","D","26","1998-06-07","Woodbridge","ON","CAN","CAN","69","187","2016","MTL","4","9","100"
"519","Victor Olofsson","BUF","L","28","1995-07-18","Ornskoldsvik","","SWE","SWE","71","181","2014","BUF","7","1","181"
"260","Victor Rask","MIN, SEA","C","31","1993-03-01","Leksand","","SWE","SWE","74","199","2011","CAR","2","12","42"
"1026","Victor Soderstrom","ARI","D","23","2001-02-26","Gavle","","SWE","SWE","71","184","2019","ARI","1","11","11"
"502","Viktor Arvidsson","L.A","L, R","31","1993-04-08","Skellefteå","","SWE","SWE","70","185","2014","NSH","4","22","112"
"1041","Viktor Lodin","OTT","C","25","1999-06-02","","","SWE","SWE","74","185","2019","OTT","4","1","94"
"1013","Ville Heinola","WPG","D","23","2001-02-03","Honkajoki","","FIN","FIN","71","181","2019","WPG","1","20","20"
"543","Vince Dunn","SEA","D","27","1996-10-29","Mississauga","ON","CAN","CAN","72","200","2015","STL","2","26","56"
"738","Vincent Desharnais","EDM","D","28","1996-05-29","Laval","QC","CAN","CAN","78","215","2016","EDM","7","2","183"
"1191","Vincent Iorio","WSH","D","21","2002-11-14","Coquitlam","BC","CAN","CAN","76","200","2021","WSH","2","23","55"
"243","Vincent Trocheck","CAR, NYR","C","30","1993-07-11","Pittsburgh","PA","USA","USA","71","184","2011","FLA","3","3","64"
"760","Vinni Lettieri","ANA, BOS, MIN","C","29","1995-02-06","Excelsior","MN","USA","USA","70","184","-","-","-","-","-"
"356","Vinnie Hinostroza","BUF, PIT","C","30","1994-04-03","Chicago","IL","USA","USA","70","183","2012","CHI","6","18","169"
"896","Vitali Kravtsov","NYR, VAN","R","24","1999-12-23","Vladivostok","","RUS","RUS","75","186","2018","NYR","1","9","9"
"199","Vladimir Tarasenko","FLA, NYR, OTT, STL","R","32","1991-12-13","Yaroslavl","","RUS","RUS","73","228","2010","STL","1","16","16"
"531","Vladimir Tkachev","L.A","L","28","1995-10-05","Omsk","","RUS","RUS","69","170","-","-","-","-","-"
"625","Vladislav Gavrikov","CBJ, L.A","D","28","1995-11-21","Yaroslavl","","RUS","RUS","75","221","2015","CBJ","6","8","159"
"1032","Vladislav Kolyachonok","ARI","D","23","2001-05-26","Minsk","","BLR","BLR","73","193","2019","FLA","2","21","52"
"286","Vladislav Namestnikov","DAL, DET, T.B, WPG","C","31","1992-11-22","Zhukovskiy","","RUS","RUS","72","179","2011","T.B","1","27","27"
"651","Wade Allison","PHI","R","26","1997-10-14","Carman","MB","CAN","CAN","74","205","2016","PHI","2","22","52"
"1151","Walker Duehr","CGY","R","26","1997-11-23","Sioux Falls","SD","USA","USA","74","210","-","-","-","-","-"
"1253","Waltteri Merela","T.B","C","25","1998-07-06","","","FIN","","75","210","-","-","-","-","-"
"491","Warren Foegele","EDM","L","28","1996-04-01","Markham","ON","CAN","CAN","74","198","2014","CAR","3","7","67"
"94","Wayne Simmonds","TOR","R","35","1988-08-26","Scarborough","ON","CAN","CAN","74","184","2007","L.A","2","31","61"
"610","Will Borgen","SEA","D","27","1996-12-19","Moorhead","MN","USA","USA","75","204","2015","BUF","4","1","92"
"380","Will Butcher","BUF","D","29","1995-01-06","Sun Prairie","WI","USA","USA","70","195","2013","COL","5","2","123"
"1113","Will Cuylle","NYR","L","22","2002-02-05","Toronto","ON","CAN","CAN","75","211","2020","NYR","2","29","60"
"687","William Bitten","STL","C","25","1998-07-10","Ottawa","ON","CAN","CAN","71","180","2016","MTL","3","9","70"
"419","William Carrier","VGK","L","29","1994-12-20","LaSalle","QC","CAN","CAN","74","218","2013","STL","2","27","57"
"1127","William Dufour","NYI","R","22","2002-01-28","QUéBEC","QC","CAN","CAN","74","215","2020","NYI","5","28","152"
"1158","William Eklund","S.J","C, L","21","2002-10-12","Stockholm","","SWE","SWE","71","181","2021","S.J","1","7","7"
"265","William Karlsson","VGK","C","31","1993-01-08","Marsta","","SWE","SWE","72","190","2011","ANA","2","23","53"
"497","William Lagesson","ANA, EDM, MTL, TOR","D","28","1996-02-22","Gothenburg","","SWE","SWE","74","207","2014","EDM","4","1","91"
"680","William Lockwood","FLA, VAN","R","25","1998-06-20","Royal Oak","MI","USA","USA","71","172","2016","VAN","3","3","64"
"462","William Nylander","TOR","C, R","28","1996-05-01","Calgary","AB","CAN","SWE","72","204","2014","TOR","1","8","8"
"1173","Wyatt Johnston","DAL","C","21","2003-05-14","Toronto","ON","CAN","CAN","73","185","2021","DAL","1","23","23"
"1120","Wyatt Kaiser","CHI","D","21","2002-07-31","Andover","MN","USA","USA","72","173","2020","CHI","3","19","81"
"855","Wyatt Kalynuk","CHI","D","27","1997-04-14","Brandon","MB","CAN","CAN","73","180","2017","PHI","7","10","196"
"599","Yakov Trenin","COL, NSH","C","27","1997-01-13","Chelyabinsk","","RUS","RUS","74","201","2015","NSH","2","25","55"
"1116","Yan Kuznetsov","CGY","D","22","2002-03-09","Murmansk","","RUS","RUS","76","209","2020","CGY","2","19","50"
"298","Yanni Gourde","SEA","C","32","1991-12-15","Saint-Narcisse","QC","CAN","CAN","69","174","-","-","-","-","-"
"1141","Yegor Chinakhov","CBJ","R","23","2001-02-01","Omsk","","RUS","RUS","73","204","2020","CBJ","1","21","21"
"957","Yegor Sharangovich","CGY, N.J","C","26","1998-06-06","Minsk","","BLR","BLR","74","196","2018","N.J","5","17","141"
"112","Zac Dalpe","FLA","C","34","1989-11-01","Paris","ON","CAN","CAN","74","197","2008","CAR","2","15","45"
"1049","Zac Jones","NYR","D","23","2000-10-18","Richmond","VA","USA","USA","70","178","2019","NYR","3","6","68"
"758","Zach Aston-Reese","ANA, DET, PIT, TOR","C, L","29","1994-08-10","Staten Island","NY","USA","USA","73","205","-","-","-","-","-"
"1239","Zach Benson","BUF","L","19","2005-05-12","","","CAN","","69","163","2023","BUF","1","13","13"
"101","Zach Bogosian","MIN, T.B","D","33","1990-07-15","Massena","NY","USA","USA","74","222","2008","ATL","1","3","3"
"1181","Zach Dean","STL","C","21","2003-01-04","Grande Prairie","AB","CAN","CAN","72","176","-","-","-","-","-"
"205","Zach Hyman","EDM","C, L","32","1992-06-09","Toronto","ON","CAN","CAN","73","211","2010","FLA","5","3","123"
"9","Zach Parise","COL, NYI","L","39","1984-07-28","Minneapolis","MN","USA","USA","71","195","2003","N.J","1","17","17"
"421","Zach Sanford","ARI, CHI, NSH, OTT, WPG","L","29","1994-11-09","Salem","MA","USA","USA","76","206","2013","WSH","2","31","61"
"589","Zach Senyshyn","OTT","R","27","1997-03-30","Ottawa","ON","CAN","CAN","73","205","2015","BOS","1","15","15"
"575","Zach Werenski","CBJ","D","26","1997-07-19","Grosse Pointe","MI","USA","USA","74","213","2015","CBJ","1","8","8"
"872","Zach Whitecloud","VGK","D","27","1996-11-28","Brandon","MB","CAN","CAN","74","207","-","-","-","-","-"
"1066","Zachary Hayes","VGK","D","25","1999-04-24","Calgary","AB","CAN","CAN","75","219","-","-","-","-","-"
"1172","Zack Bolduc","STL","C","21","2003-02-24","Trois-Rivières","QC","CAN","CAN","72","187","2021","STL","1","17","17"
"147","Zack Kassian","ARI, EDM","R","33","1991-01-24","Windsor","ON","CAN","CAN","75","211","2009","BUF","1","13","13"
"755","Zack MacEwen","L.A, OTT, PHI","C, R","27","1996-07-08","Charlottetown","PE","CAN","CAN","75","205","-","-","-","-","-"
"1190","Zack Ostapchuk","OTT","C","21","2003-05-29","St. Albert","AB","CAN","CAN","75","205","2021","OTT","2","7","39"
"1","Zdeno Chara","NYI","D","47","1977-03-18","Trencin","","SVK","SVK","81","250","1996","NYI","3","4","56"
"313","Zemgus Girgensons","BUF","L","30","1994-01-05","Riga","","LVA","LVA","74","200","2012","BUF","1","14","14"
